profile_mean,profile_std,profile_kurtosis,profile_skewness,dm_snr_mean,dm_snr_std,dm_snr_kurtosis,dm_snr_skewness
94.8046875,39.83639561,0.44320046799999996,1.287078266,1.602842809,13.97951052,11.47927496,156.3316295
114.3828125,47.58924529,0.499470974,0.63687544,6.8520066889999995,33.002543800000005,5.139946428,26.65360005
105.6171875,47.31033203,0.538556988,0.626551326,2.193979933,16.86259135,10.38334831,122.82973510000001
130.4609375,45.42746663,0.10516527199999999,0.517487179,4.568561873,27.79754473,6.568758186,44.07786
135.21875,51.80084119,0.05453332599999999,-0.236347869,2.392140468,18.86798633,9.019433167,88.58299581
119.6796875,48.32764698,0.177270559,-0.184385587,1.702341137,15.72181965,10.91346844,133.5666912
129.4609375,52.03573026,-0.17786695100000002,-0.101137271,3.836120401,25.15443736,7.169650645,52.48748768
113.546875,38.40081774,0.398887194,1.346494679,1.6530100330000002,16.40139787,11.81797125,150.53094240000001
99.109375,45.62195784,0.222115922,0.38784201799999996,2.29264214,18.92812437,8.849060144,82.40908363
84.3046875,32.87727145,0.9104841340000001,4.37913762,2.7165551839999997,19.91383849,8.192144352,72.08395144
76.4921875,38.12274503,0.7505485829999999,2.556619255,3.25,22.3891967,7.711294112999999,62.91636669
106.4453125,43.94702219,0.117238152,0.196414283,13.90133779,45.89863011,3.201743141,8.908874736
119.484375,48.76505927,0.03146022,-0.112167573,0.99916388,9.279612239,19.20623018,479.7565669
132.8125,52.37063675,-0.1060387,-0.249317189,4.4439799330000005,23.59027432,6.223380507999999,42.64728521
134.984375,46.53895955,0.030892462000000002,-0.22717656100000003,5.3520066889999995,29.4358154,6.009384195,37.64474645
124.7421875,62.55013565,0.10833398400000001,-0.971102403,57.32441472,86.13998547,0.984588969,-0.844287535
128.6328125,43.82027768,0.173075914,0.17595750300000002,1.994983278,15.98672029,9.534335567000001,104.7606871
90.8984375,33.0961761,0.741784997,3.722913751,1.176421405,11.93263474,13.62366344,225.27491990000001
123.5703125,53.05475998,0.040399837,-0.398792586,16.39046823,49.88795683,2.9994053480000002,7.72303085
82.5390625,37.93928174,0.453774337,2.3339555780000003,0.7316053509999999,12.77640375,17.775251500000003,319.8249951
112.53125,47.74949893,0.009085545,-0.17136593100000003,3.517558528,21.00120699,7.437676802,62.25621633
120.5390625,56.72809356,-0.03558993,-0.582094589,2.390468227,14.42042666,9.4890096,118.5151321
45.171875,29.98361776,4.286046086,24.55955253,28.63043478,57.64589352,2.326077732,4.983662743
148.3671875,47.33406396,0.089767371,0.020042305,21.77090301,49.06194661,2.294332722,4.4504903360000005
118.765625,43.35220661,0.16118585800000002,0.714653152,1.921404682,15.32230684,10.92483713,141.46072030000002
127.8515625,44.83495599,0.12382220599999999,0.61808566,9.893812709,37.84702878,3.983229575,15.36590039
142.2578125,40.71840149,-0.253934087,0.8015793290000001,1.741638796,13.88495391,11.18717117,151.18735759999998
103.5078125,40.05367416,0.49394889399999997,1.442413744,1.5535117059999999,16.92160696,12.12823845,155.3227666
78.421875,33.08171922,2.05681164,9.630447686,2.002508361,19.73526698,10.65475461,116.1453043
139.2578125,54.93522408,-0.159079585,-0.441420569,5.724080268,27.05047534,5.38043898,31.01853552
118.71875,55.875969999999995,0.16309269199999998,-0.58628064,1.4832775919999999,13.21695303,12.14355722,176.25312130000003
110.0,39.65062263,0.159820293,1.134151128,4.081103679,24.84320619,7.212596737,56.29487238
108.796875,51.81100863,0.115286159,-0.44638146,19.07190635,44.8235468,2.4206077930000003,5.228385948000001
84.7890625,41.61536156,0.789514555,2.0083385369999998,2.336120401,18.37751825,9.87801165,108.45825479999999
110.0703125,40.3396098,0.21093441899999998,0.895623162,1.72909699,13.52417096,11.08547198,151.95165769999997
111.1796875,50.565155,0.33962844,0.111809264,3.593645485,22.0404863,7.88423477,68.62971442
124.7265625,45.96342208,0.22263491,-0.151494741,0.8988294309999999,9.570490037999999,18.65871942,438.20592860000005
86.3515625,53.94565985,1.632285056,2.1398652680000003,30.78511706,65.28170096,2.014456209,2.61615696
63.203125,32.94796071,2.0260501840000003,9.984820017,17.41638796,45.52316326,2.657922355,6.246802777
111.6796875,49.40551804,0.157161814,-0.293963715,2.219899666,15.34800234,9.303789519,105.2101406
139.265625,51.94791327,0.170816816,-0.36988529700000006,1.697324415,13.08131347,12.9682791,211.84928959999996
136.75,49.95560529,-0.052008411,-0.37563299,2.805183946,17.02186298,8.773191139,93.93228545
123.953125,49.13102052,0.018147821,-0.43376869100000004,0.8887959870000001,11.54257097,15.59922082,275.03328789999995
120.40625,42.34022126,0.311666094,0.35966551399999996,1.574414716,15.89362573,11.49159139,143.3837544
120.4453125,54.45178610000001,0.046120647,-0.566334407,4.9749163880000005,24.65672769,5.55756666,33.36409092
119.25,51.29327441,0.216238763,-0.288159316,3.5493311039999997,20.87232428,6.963536531,53.30995894
119.1328125,61.58903249,-0.077027809,-0.8850349670000001,7.548494982999999,35.2477636,4.804112476999999,22.3432402
136.59375,44.49147346,-0.008266532,0.277954824,1.572742475,12.53465669,12.85534343,210.08584580000002
125.4609375,43.67760123,0.330902481,0.670239441,2.132107023,18.22649049,10.07741911,108.4727328
93.46875,45.98215304,0.333211478,0.323680061,1.275919732,12.06403436,13.80627565,230.49499190000003
142.2265625,67.38557603,-0.40903949799999995,-0.900755645,3.569397993,20.29900322,7.1880129870000005,60.88625533
126.1875,44.53821218,-0.070297896,0.380153919,1.230769231,15.05425827,13.32782757,186.75110890000002
105.2890625,44.68993041,0.162473642,0.479615081,2.578595318,17.5515393,8.190965526,76.76473284
132.3984375,48.29617929999999,-0.147034925,0.022783604,1.8269230769999998,18.68031472,10.73325088,116.80014320000001
79.8125,38.17143688,0.771429533,2.235645796,5.31270903,27.87623517,5.6234277420000005,32.60633712
41.7734375,30.20948083,3.552223686,20.28308868,12.72993311,43.22134994,3.791869842,14.13000943
105.65625,46.54877105,0.344045195,0.614291136,3.199832776,22.06597814,7.550549915,59.94853944
122.7734375,39.51388499,-0.061444806,1.289871932,56.549331099999996,92.9370363,1.0703467229999999,-0.777316723
128.6015625,46.18480876,0.31680763100000003,0.6862392009999999,75.36538462,85.51243982,0.269381964,-1.8911672590000002
138.0625,47.39507325,-0.041313054,-0.302024921,4.153010033,25.59595689,6.943093887000001,49.59075573
115.6796875,52.75828335,0.08208583,-0.497257221,1.864548495,12.19607292,11.1501261,176.55119240000002
101.03125,42.49484114,0.605286161,1.44115486,1.276755853,16.31984331,13.09367213,172.1733701
112.0234375,48.57974514,0.20041973600000001,0.203422304,2.464882943,20.99588917,9.665685178,97.18905629
134.46875,41.98175524,-0.228637079,0.767895951,2.6847826089999995,21.34601392,8.73386105,78.8111146
98.359375,46.30178425,0.5677573370000001,0.18246612899999998,0.837792642,12.74730386,16.94832782,305.53696099999996
22.8046875,37.05508117,4.994566133,24.50582979,159.22157190000001,69.21780057,-0.443609794,-0.9746574240000001
32.1171875,38.20864208,4.631868717,22.6745638,82.01421405,64.45880149,0.7654058690000001,0.17302878100000002
113.5703125,46.16490205,0.21974014,0.471305456,1.622909699,14.46622558,11.17270025,145.7601763
85.0234375,43.15351681,0.6164815539999999,1.3961737269999999,2.663879599,18.78372952,8.831541456,87.62353551
102.765625,45.45232468,0.24082866100000003,0.212385392,3.316053512,22.45647093,7.433711154,57.58255654
122.375,46.43308357,0.305910262,0.205228301,34.03929766,75.00778752,1.76230916,1.141399991
128.59375,50.2184972,0.022618095,-0.10594376400000001,1.268394649,11.5710993,14.27661672,249.47723969999998
73.4296875,35.64510038,1.891876111,8.195140975,5.614548495,31.35826139,6.01544618,36.39483966
128.6484375,51.13578582,0.107478147,-0.10991405900000001,2.902173913,17.49743303,7.952883706000001,76.13096318
141.2890625,51.10637686,0.049918025,-0.330847535,38.72491639,73.41434443,1.482014055,0.429442517
105.6796875,36.33286511,0.44977862799999996,1.588637426,2.107023411,14.34449252,9.617131966,118.01803600000001
127.8046875,48.720834,0.08112645,-0.353989756,15.97575251,53.00678553,3.0344999560000003,7.281489177999999
119.796875,60.10412311,0.028437287999999998,-0.931859304,20.32859532,51.51675915,2.35103641,4.082682927
118.15625,52.75717331,0.179004091,-0.17847780600000002,1.6505016719999999,11.33024741,12.73243543,230.53900499999997
